0.178299993	0.195800006	0.181600004	0.196899995	0.197999999	0.196899995	0.187099993	0.194900006	0.1884	0.203600004	0.199499995	0.2016	0.201900005	0.190400004	0.193000004	0.201199993	0.205699995	0.195099995
0.187999994	0.205699995	0.186299995	0.203099996	0.198899999	0.202500001	0.1919	0.201100007	0.189700007	0.204300001	0.202099994	0.197799996	0.201800004	0.192200005	0.189300001	0.204600006	0.205300003	0.194199994
0.210899994	0.2333	0.205899999	0.227500007	0.224999994	0.231800005	0.216499999	0.227400005	0.212599993	0.231299996	0.226600006	0.221900001	0.230499998	0.216700003	0.212099999	0.232600003	0.230700001	0.217700005
0.249300003	0.275099993	0.241999999	0.265799999	0.260100007	0.270000011	0.255699992	0.268900007	0.248400003	0.275000006	0.265500009	0.259900004	0.273000002	0.253399998	0.248600006	0.271800011	0.2685	0.255400002
0.300700009	0.327300012	0.293199986	0.319000006	0.303799987	0.323500007	0.305700004	0.314999998	0.293599993	0.325300008	0.311100006	0.309199989	0.314500004	0.299199998	0.296900004	0.318300009	0.31310001	0.301299989
0.362500012	0.387400001	0.357499987	0.390700012	0.359100014	0.389099985	0.368200004	0.372399986	0.349999994	0.386099994	0.365799993	0.369399995	0.370299995	0.353599995	0.353799999	0.369800001	0.368699998	0.356099993
0.449400008	0.466699988	0.439200014	0.477800012	0.438600004	0.479400009	0.448199987	0.450300008	0.421099991	0.469500005	0.443300009	0.449499995	0.448399991	0.429500014	0.427899987	0.442299992	0.443800002	0.432999998
0.552299976	0.5704	0.540000021	0.584999979	0.531400025	0.584500015	0.550100029	0.553300023	0.514199972	0.579100013	0.540199995	0.548300028	0.554499984	0.525300026	0.520900011	0.532500029	0.533299983	0.525699973
0.636300027	0.65140003	0.626100004	0.66869998	0.619700015	0.678900003	0.646899998	0.653299987	0.612699986	0.683799982	0.640699983	0.655300021	0.668200016	0.629599988	0.62470001	0.628499985	0.639500022	0.628899992
0.657999992	0.677299976	0.657400012	0.6972	0.650300026	0.713800013	0.682399988	0.695299983	0.663600028	0.727100015	0.687300026	0.70480001	0.721400023	0.690699995	0.686399996	0.679099977	0.697399974	0.693599999
0.66140002	0.686500013	0.665000021	0.702899992	0.660000026	0.719799995	0.692799985	0.707000017	0.677100003	0.740400016	0.703199983	0.722000003	0.740800023	0.708199978	0.705799997	0.694999993	0.718200028	0.717400014
0.662	0.693000019	0.666800022	0.706399977	0.661300004	0.72390002	0.69660002	0.711799979	0.680599988	0.743099988	0.708899975	0.728399992	0.747900009	0.716099977	0.713500023	0.700800002	0.723999977	0.724399984
0.662500024	0.698000014	0.667400002	0.708000004	0.662299991	0.724799991	0.699299991	0.712800026	0.683300018	0.744899988	0.709699988	0.727999985	0.752200007	0.717299998	0.713999987	0.705799997	0.726199985	0.728500009
0.659500003	0.699000001	0.669200003	0.708199978	0.663999975	0.725700021	0.703100026	0.71390003	0.681999981	0.744300008	0.710200012	0.729399979	0.754199982	0.719299972	0.713400006	0.706099987	0.725099981	0.728900015
0.658200026	0.702000022	0.66839999	0.709900022	0.663200021	0.726000011	0.70389998	0.713400006	0.683600008	0.746100008	0.711300015	0.728200018	0.755699992	0.719500005	0.713999987	0.70630002	0.722899973	0.729900002
0.658100009	0.705299973	0.670300007	0.709200025	0.665899992	0.726999998	0.705500007	0.71420002	0.682799995	0.745299995	0.709999979	0.728299975	0.755599976	0.719200015	0.714299977	0.707799971	0.722599983	0.729799986
0.657700002	0.705900013	0.670099974	0.706900001	0.665700018	0.727400005	0.70389998	0.71509999	0.683200002	0.744300008	0.709900022	0.728799999	0.756099999	0.719399989	0.71420002	0.706499994	0.722000003	0.728100002
0.657299995	0.707700014	0.671999991	0.708199978	0.666000009	0.727800012	0.704599977	0.714699984	0.683000028	0.744499981	0.711199999	0.727900028	0.754899979	0.719500005	0.71420002	0.707799971	0.720700026	0.726800025
0.659699976	0.708500028	0.673900008	0.707300007	0.665300012	0.729099989	0.70569998	0.71420002	0.683099985	0.745800018	0.711499989	0.728799999	0.755800009	0.720799983	0.713800013	0.708199978	0.721099973	0.728999972
0.657100022	0.709100008	0.671899974	0.706200004	0.665499985	0.729099989	0.706900001	0.714600027	0.683099985	0.745000005	0.710900009	0.729399979	0.754700005	0.720700026	0.714100003	0.707799971	0.721700013	0.728600025
0.658599973	0.711300015	0.674300015	0.706099987	0.665600002	0.730099976	0.706200004	0.713500023	0.683000028	0.746100008	0.712899983	0.729900002	0.754899979	0.721199989	0.715300024	0.710799992	0.722100019	0.726599991
0.658399999	0.712100029	0.673799992	0.703700006	0.667200029	0.731000006	0.706799984	0.713999987	0.684899986	0.745400012	0.710799992	0.729700029	0.754100025	0.721899986	0.715399981	0.708199978	0.720499992	0.728200018
0.656799972	0.710600019	0.676100016	0.702899992	0.667599976	0.73089999	0.706099987	0.712100029	0.685299993	0.746599972	0.710099995	0.731000006	0.753099978	0.720700026	0.715699971	0.709200025	0.720600009	0.726999998
0.656899989	0.710200012	0.675300002	0.702300012	0.668799996	0.731999993	0.70569998	0.713699996	0.685299993	0.747799993	0.710500002	0.730400026	0.753400028	0.722100019	0.719600022	0.708299994	0.720200002	0.727299988
0.658100009	0.709999979	0.676500022	0.700999975	0.669799984	0.733299971	0.705900013	0.71420002	0.685699999	0.748099983	0.731400013	0.731100023	0.754000008	0.721599996	0.716600001	0.708199978	0.721300006	0.726400018
0.657199979	0.709599972	0.678200006	0.700100005	0.66930002	0.734600008	0.707499981	0.712899983	0.6875	0.747500002	0.726400018	0.731299996	0.753400028	0.721899986	0.716400027	0.706200004	0.721700013	0.727599978
0.657899976	0.709699988	0.678200006	0.698599994	0.671500027	0.735199988	0.709100008	0.71390003	0.686699986	0.747500002	0.729200006	0.731700003	0.752200007	0.72329998	0.717700005	0.704900026	0.721300006	0.726999998
0.658200026	0.710699975	0.678900003	0.698099971	0.671599984	0.735000014	0.709699988	0.7148	0.68720001	0.747500002	0.723399997	0.7324	0.753000021	0.723699987	0.717400014	0.704599977	0.722800016	0.725700021
0.657999992	0.710900009	0.679899991	0.696799994	0.671700001	0.736899972	0.707899988	0.714999974	0.68720001	0.748399973	0.723500013	0.732299984	0.753300011	0.724399984	0.717000008	0.705799997	0.722100019	0.725799978
0.656700015	0.712400019	0.679499984	0.699699998	0.672699988	0.736299992	0.709100008	0.714900017	0.68779999	0.747099996	0.71420002	0.7324	0.754000008	0.724300027	0.717899978	0.70450002	0.722299993	0.713400006
0.656300008	0.714999974	0.680800021	0.699000001	0.672100008	0.735700011	0.707199991	0.715200007	0.686500013	0.74849999	0.710399985	0.7324	0.754599988	0.724099994	0.717700005	0.70480001	0.722899973	0.713849992
0.658200026	0.716799974	0.681999981	0.698800027	0.67019999	0.737100005	0.709200025	0.716300011	0.687900007	0.750500023	0.712300003	0.733099997	0.754999995	0.722500026	0.718900025	0.704699993	0.72359997	0.714149982
0.659099996	0.715600014	0.682799995	0.699299991	0.673399985	0.737299979	0.708599985	0.717700005	0.687900007	0.750999987	0.711099982	0.7324	0.755299985	0.726100028	0.718999982	0.70630002	0.723999977	0.715149999
0.659500003	0.717199981	0.682099998	0.700200021	0.671899974	0.738900006	0.708700001	0.716000021	0.688499987	0.749800026	0.710600019	0.734899998	0.754599988	0.72390002	0.718100011	0.703299999	0.721899986	0.712599993
0.661599994	0.717499971	0.685000002	0.699800014	0.672399998	0.739499986	0.708599985	0.716799974	0.688799977	0.750500023	0.712700009	0.733099997	0.755100012	0.724799991	0.719099998	0.703299999	0.722199976	0.712749988
0.663500011	0.720700026	0.685699999	0.701200008	0.671999991	0.738600016	0.708400011	0.717599988	0.688499987	0.748899996	0.712000012	0.73360002	0.755800009	0.72359997	0.719699979	0.702899992	0.723699987	0.71329999
0.662599981	0.718900025	0.684300005	0.700200021	0.674300015	0.737999976	0.708000004	0.717400014	0.689599991	0.748700023	0.712100029	0.734600008	0.756399989	0.725399971	0.719600022	0.702799976	0.7245	0.713649988
0.663500011	0.720099986	0.685699999	0.702300012	0.673099995	0.739300013	0.707899988	0.717499971	0.689499974	0.748700023	0.713500023	0.733500004	0.755599976	0.7245	0.718900025	0.703599989	0.724799991	0.71419999
0.662400007	0.719299972	0.683799982	0.701099992	0.675400019	0.738600016	0.709200025	0.717899978	0.689700007	0.748099983	0.713500023	0.733299971	0.756200016	0.726800025	0.719900012	0.704599977	0.725899994	0.715249985
0.664399981	0.720799983	0.685800016	0.701099992	0.674099982	0.739600003	0.709699988	0.717000008	0.689700007	0.746599972	0.712499976	0.734899998	0.756299973	0.726999998	0.721400023	0.703800023	0.724699974	0.714249998
0.666700006	0.719399989	0.686500013	0.701600015	0.673600018	0.739099979	0.711099982	0.717999995	0.692300022	0.748199999	0.713999987	0.734000027	0.757000029	0.726700008	0.721400023	0.702700019	0.72329998	0.713
