0.02	0.019694	0.019393	0.019096	0.018804	0.018516	0.018233	0.017954	0.01768	0.017409	0.017143	0.016881	0.016622	0.016368	0.016118	0.015871	0.015628	0.015389	0.015154	0.014922	0.014694	0.014469	0.014248	0.01403	0.013815	0.013604	0.013396	0.013191	0.012989	0.01279	0.012595	0.012402	0.012212	0.012025	0.011842	0.01166	0.011482	0.011306	0.011133	0.010963	0.010795	0.01063	0.010468	0.010308	0.01015	0.0099946	0.0098417	0.0096911	0.0095429	0.0093969	0.0092532	0.0091116	0.0089722	0.008835	0.0086999	0.0085668	0.0084357	0.0083067	0.0081796	0.0080545	0.0079313	0.00781	0.0076905	0.0075728	0.007457	0.0073429	0.0072306	0.00712	0.0070111	0.0069038	0.0067982	0.0066942
0.04	0.039388	0.038786	0.038192	0.037608	0.037033	0.036466	0.035908	0.035359	0.034818	0.034286	0.033761	0.033245	0.032736	0.032235	0.031742	0.031257	0.030779	0.030308	0.029844	0.029388	0.028938	0.028495	0.02806	0.02763	0.027208	0.026791	0.026382	0.025978	0.025581	0.025189	0.024804	0.024425	0.024051	0.023683	0.023321	0.022964	0.022613	0.022267	0.021926	0.021591	0.021261	0.020935	0.020615	0.0203	0.019989	0.019683	0.019382	0.019086	0.018794	0.018506	0.018223	0.017944	0.01767	0.0174	0.017134	0.016871	0.016613	0.016359	0.016109	0.015863	0.01562	0.015381	0.015146	0.014914	0.014686	0.014461	0.01424	0.014022	0.013808	0.013596	0.013388
0.06	0.059082	0.058178	0.057288	0.056412	0.055549	0.054699	0.053863	0.053039	0.052227	0.051428	0.050642	0.049867	0.049104	0.048353	0.047613	0.046885	0.046168	0.045462	0.044766	0.044081	0.043407	0.042743	0.042089	0.041445	0.040811	0.040187	0.039572	0.038967	0.038371	0.037784	0.037206	0.036637	0.036076	0.035525	0.034981	0.034446	0.033919	0.0334	0.032889	0.032386	0.031891	0.031403	0.030923	0.03045	0.029984	0.029525	0.029073	0.028629	0.028191	0.02776	0.027335	0.026917	0.026505	0.0261	0.0257	0.025307	0.02492	0.024539	0.024163	0.023794	0.02343	0.023071	0.022719	0.022371	0.022029	0.021692	0.02136	0.021033	0.020711	0.020395	0.020083
0.08	0.078776	0.077571	0.076385	0.075216	0.074066	0.072933	0.071817	0.070719	0.069637	0.068572	0.067523	0.06649	0.065473	0.064472	0.063486	0.062515	0.061558	0.060617	0.05969	0.058777	0.057878	0.056992	0.056121	0.055262	0.054417	0.053585	0.052765	0.051958	0.051163	0.05038	0.04961	0.048851	0.048104	0.047368	0.046643	0.04593	0.045227	0.044536	0.043854	0.043184	0.042523	0.041873	0.041232	0.040602	0.039981	0.039369	0.038767	0.038174	0.03759	0.037015	0.036449	0.035891	0.035342	0.034802	0.034269	0.033745	0.033229	0.032721	0.03222	0.031727	0.031242	0.030764	0.030294	0.02983	0.029374	0.028925	0.028482	0.028047	0.027618	0.027195	0.026779
0.1	0.09847	0.096964	0.095481	0.09402	0.092582	0.091166	0.089771	0.088398	0.087046	0.085714	0.084403	0.083112	0.08184	0.080589	0.079356	0.078142	0.076946	0.075769	0.07461	0.073469	0.072345	0.071238	0.070149	0.069076	0.068019	0.066979	0.065954	0.064945	0.063952	0.062973	0.06201	0.061061	0.060127	0.059208	0.058302	0.05741	0.056532	0.055667	0.054816	0.053977	0.053151	0.052338	0.051538	0.050749	0.049973	0.049208	0.048456	0.047715	0.046985	0.046266	0.045558	0.044861	0.044175	0.043499	0.042834	0.042179	0.041533	0.040898	0.040272	0.039656	0.03905	0.038452	0.037864	0.037285	0.036715	0.036153	0.0356	0.035055	0.034519	0.033991	0.033471
0.02	0.019694	0.019393	0.019096	0.018804	0.018516	0.018233	0.017954	0.01768	0.017409	0.017143	0.016881	0.016622	0.016368	0.016118	0.015871	0.015628	0.015389	0.015154	0.014922	0.014694	0.014469	0.014248	0.01403	0.013815	0.013604	0.013396	0.013191	0.012989	0.01279	0.012595	0.012402	0.012212	0.012025	0.011842	0.01166	0.011482	0.011306	0.011133	0.010963	0.010795	0.01063	0.010468	0.010308	0.01015	0.0099946	0.0098417	0.0096911	0.0095429	0.0093969	0.0092532	0.0091116	0.0089722	0.008835	0.0086999	0.0085668	0.0084357	0.0083067	0.0081796	0.0080545	0.0079313	0.00781	0.0076905	0.0075728	0.007457	0.0073429	0.0072306	0.00712	0.0070111	0.0069038	0.0067982	0.0066942
0.04	0.039388	0.038786	0.038192	0.037608	0.037033	0.036467	0.035909	0.03536	0.034819	0.034286	0.033762	0.033245	0.032737	0.032236	0.031743	0.031258	0.030779	0.030309	0.029845	0.029389	0.028939	0.028496	0.028061	0.027631	0.027209	0.026793	0.026383	0.025979	0.025582	0.025191	0.024805	0.024426	0.024052	0.023684	0.023322	0.022965	0.022614	0.022268	0.021928	0.021592	0.021262	0.020937	0.020617	0.020301	0.019991	0.019685	0.019384	0.019087	0.018795	0.018508	0.018225	0.017946	0.017672	0.017401	0.017135	0.016873	0.016615	0.016361	0.016111	0.015864	0.015622	0.015383	0.015147	0.014916	0.014688	0.014463	0.014242	0.014024	0.013809	0.013598	0.01339
0.06	0.059082	0.058178	0.057288	0.056412	0.055549	0.054699	0.053863	0.053039	0.052227	0.051428	0.050642	0.049867	0.049104	0.048353	0.047613	0.046885	0.046168	0.045462	0.044766	0.044081	0.043407	0.042743	0.042089	0.041445	0.040811	0.040187	0.039572	0.038967	0.038371	0.037784	0.037206	0.036637	0.036076	0.035525	0.034981	0.034446	0.033919	0.0334	0.032889	0.032386	0.031891	0.031403	0.030923	0.03045	0.029984	0.029525	0.029073	0.028629	0.028191	0.02776	0.027335	0.026917	0.026505	0.0261	0.0257	0.025307	0.02492	0.024539	0.024163	0.023794	0.02343	0.023071	0.022719	0.022371	0.022029	0.021692	0.02136	0.021033	0.020711	0.020395	0.020083
0.08	0.078776	0.077571	0.076385	0.075216	0.074066	0.072933	0.071817	0.070718	0.069636	0.068571	0.067522	0.066489	0.065472	0.064471	0.063485	0.062513	0.061557	0.060616	0.059688	0.058775	0.057876	0.056991	0.056119	0.055261	0.054415	0.053583	0.052763	0.051956	0.051161	0.050379	0.049608	0.048849	0.048102	0.047366	0.046642	0.045928	0.045225	0.044534	0.043852	0.043182	0.042521	0.041871	0.04123	0.040599	0.039978	0.039367	0.038765	0.038172	0.037588	0.037013	0.036447	0.035889	0.03534	0.034799	0.034267	0.033743	0.033227	0.032718	0.032218	0.031725	0.03124	0.030762	0.030291	0.029828	0.029372	0.028922	0.02848	0.028044	0.027615	0.027193	0.026777
0.1	0.09847	0.096964	0.095481	0.09402	0.092582	0.091166	0.089771	0.088398	0.087046	0.085714	0.084403	0.083112	0.08184	0.080589	0.079356	0.078142	0.076946	0.075769	0.07461	0.073469	0.072345	0.071238	0.070149	0.069076	0.068019	0.066979	0.065954	0.064945	0.063952	0.062973	0.06201	0.061061	0.060127	0.059208	0.058302	0.05741	0.056532	0.055667	0.054816	0.053977	0.053151	0.052338	0.051538	0.050749	0.049973	0.049208	0.048456	0.047715	0.046985	0.046266	0.045558	0.044861	0.044175	0.043499	0.042834	0.042179	0.041533	0.040898	0.040272	0.039656	0.03905	0.038452	0.037864	0.037285	0.036715	0.036153	0.0356	0.035055	0.034519	0.033991	0.033471
0.02	0.019694	0.019393	0.019096	0.018804	0.018516	0.018233	0.017954	0.01768	0.017409	0.017143	0.016881	0.016622	0.016368	0.016118	0.015871	0.015628	0.015389	0.015154	0.014922	0.014694	0.014469	0.014248	0.01403	0.013815	0.013604	0.013396	0.013191	0.012989	0.01279	0.012595	0.012402	0.012212	0.012025	0.011842	0.01166	0.011482	0.011306	0.011133	0.010963	0.010795	0.01063	0.010468	0.010308	0.01015	0.0099946	0.0098417	0.0096911	0.0095429	0.0093969	0.0092532	0.0091116	0.0089722	0.008835	0.0086999	0.0085668	0.0084357	0.0083067	0.0081796	0.0080545	0.0079313	0.00781	0.0076905	0.0075728	0.007457	0.0073429	0.0072306	0.00712	0.0070111	0.0069038	0.0067982	0.0066942
0.04	0.039388	0.038786	0.038192	0.037608	0.037033	0.036466	0.035908	0.035359	0.034818	0.034286	0.033761	0.033245	0.032736	0.032235	0.031742	0.031257	0.030779	0.030308	0.029844	0.029388	0.028938	0.028495	0.02806	0.02763	0.027208	0.026791	0.026382	0.025978	0.025581	0.025189	0.024804	0.024425	0.024051	0.023683	0.023321	0.022964	0.022613	0.022267	0.021926	0.021591	0.021261	0.020935	0.020615	0.0203	0.019989	0.019683	0.019382	0.019086	0.018794	0.018506	0.018223	0.017944	0.01767	0.0174	0.017134	0.016871	0.016613	0.016359	0.016109	0.015863	0.01562	0.015381	0.015146	0.014914	0.014686	0.014461	0.01424	0.014022	0.013808	0.013596	0.013388
0.06	0.059082	0.058178	0.057288	0.056412	0.055549	0.054699	0.053863	0.053039	0.052227	0.051428	0.050642	0.049867	0.049104	0.048353	0.047613	0.046885	0.046168	0.045462	0.044766	0.044081	0.043407	0.042743	0.042089	0.041445	0.040811	0.040187	0.039572	0.038967	0.038371	0.037784	0.037206	0.036637	0.036076	0.035525	0.034981	0.034446	0.033919	0.0334	0.032889	0.032386	0.031891	0.031403	0.030923	0.03045	0.029984	0.029525	0.029073	0.028629	0.028191	0.02776	0.027335	0.026917	0.026505	0.0261	0.0257	0.025307	0.02492	0.024539	0.024163	0.023794	0.02343	0.023071	0.022719	0.022371	0.022029	0.021692	0.02136	0.021033	0.020711	0.020395	0.020083
0.08	0.078776	0.077571	0.076385	0.075216	0.074066	0.072933	0.071817	0.070718	0.069636	0.068571	0.067522	0.066489	0.065472	0.064471	0.063485	0.062513	0.061557	0.060616	0.059688	0.058775	0.057876	0.056991	0.056119	0.055261	0.054415	0.053583	0.052763	0.051956	0.051161	0.050379	0.049608	0.048849	0.048102	0.047366	0.046642	0.045928	0.045225	0.044534	0.043852	0.043182	0.042521	0.041871	0.04123	0.040599	0.039978	0.039367	0.038765	0.038172	0.037588	0.037013	0.036447	0.035889	0.03534	0.034799	0.034267	0.033743	0.033227	0.032718	0.032218	0.031725	0.03124	0.030762	0.030291	0.029828	0.029372	0.028922	0.02848	0.028044	0.027615	0.027193	0.026777
0.1	0.09847	0.096964	0.095481	0.09402	0.092582	0.091166	0.089771	0.088398	0.087046	0.085714	0.084403	0.083112	0.08184	0.080589	0.079356	0.078142	0.076946	0.075769	0.07461	0.073469	0.072345	0.071238	0.070149	0.069076	0.068019	0.066979	0.065954	0.064945	0.063952	0.062973	0.06201	0.061061	0.060127	0.059208	0.058302	0.05741	0.056532	0.055667	0.054816	0.053977	0.053151	0.052338	0.051538	0.050749	0.049973	0.049208	0.048456	0.047715	0.046985	0.046266	0.045558	0.044861	0.044175	0.043499	0.042834	0.042179	0.041533	0.040898	0.040272	0.039656	0.03905	0.038452	0.037864	0.037285	0.036715	0.036153	0.0356	0.035055	0.034519	0.033991	0.033471
