0.157800004	0.157800004	0.157800004		0.1664	0.1664	0.1664		0.163100004	0.163100004	0.163100004		0.162100002	0.162100002	0.162100002		0.158700004	0.158700004	0.158700004		0.159500003	0.159500003	0.159500003
0.188800007	0.188800007	0.188800007		0.195899993	0.195899993	0.195899993		0.197300002	0.197300002	0.197300002		0.187600002	0.187600002	0.187600002		0.182699993	0.182699993	0.182699993		0.181999996	0.181999996	0.181999996
0.227400005	0.227400005	0.227400005		0.234500006	0.234500006	0.234500006		0.239099994	0.239099994	0.239099994		0.224000007	0.224000007	0.224000007		0.217199996	0.217199996	0.217199996		0.213	0.213	0.213
0.284299999	0.284299999	0.284299999		0.289799988	0.289799988	0.289799988		0.30219999	0.30219999	0.30219999		0.274500012	0.274500012	0.274500012		0.26820001	0.26820001	0.26820001		0.260199994	0.260199994	0.260199994
0.359100014	0.359100014	0.359100014		0.365500003	0.365500003	0.365500003		0.384799987	0.384799987	0.384799987		0.348100007	0.348100007	0.348100007		0.341199994	0.341199994	0.341199994		0.327600002	0.327600002	0.327600002
0.447600007	0.447600007	0.447600007		0.464899987	0.464899987	0.464899987		0.484800011	0.484800011	0.484800011		0.436800003	0.436800003	0.436800003		0.433299989	0.433299989	0.433299989		0.414600015	0.414600015	0.414600015
0.544200003	0.544200003	0.544200003		0.577000022	0.577000022	0.577000022		0.596599996	0.596599996	0.596599996		0.548399985	0.548399985	0.548399985		0.538800001	0.538800001	0.538800001		0.513499975	0.513499975	0.513499975
0.646200001	0.646200001	0.646200001		0.692099988	0.692099988	0.692099988		0.708299994	0.708299994	0.708299994		0.665499985	0.665499985	0.665499985		0.651899993	0.651899993	0.651899993		0.615999997	0.615999997	0.615999997
0.704999983	0.704999983	0.704999983		0.756699979	0.756699979	0.756699979		0.773299992	0.773299992	0.773299992		0.755200028	0.755200028	0.755200028		0.741900027	0.741900027	0.741900027		0.707599998	0.707599998	0.707599998
0.71359998	0.71359998	0.71359998		0.769299984	0.769299984	0.769299984		0.789699972	0.789699972	0.789699972		0.780499995	0.780499995	0.780499995		0.769400001	0.769400001	0.769400001		0.758000016	0.758000016	0.758000016
0.215299994	0.223199993	0.205300003		0.216499999	0.227300003	0.2139		0.209399998	0.198799998	0.204999998		0.223100007	0.2095	0.204899997		0.201700002	0.205899999	0.200900003		0.200200006	0.206499994	0.207599998
0.238600001	0.248500004	0.226500005		0.222499996	0.233899996	0.220599994		0.220500007	0.204099998	0.213699996		0.229900002	0.218700007	0.215900004		0.213799998	0.216000006	0.211700007		0.203799993	0.212899998	0.214000002
0.283399999	0.29550001	0.275099993		0.25819999	0.270999998	0.256099999		0.250999987	0.231399998	0.243200004		0.256199986	0.2421	0.238199994		0.233600006	0.235599995	0.229900002		0.213799998	0.225799993	0.226999998
0.328299999	0.336899996	0.328000009		0.300900012	0.319000006	0.30219999		0.28639999	0.263099998	0.275000006		0.287200004	0.270799994	0.264899999		0.254900008	0.257200003	0.250400007		0.224600002	0.238399997	0.239999995
0.387600005	0.395200014	0.399100006		0.342099994	0.370400012	0.343499988		0.314399987	0.287699997	0.300900012		0.3134	0.295899987	0.285400003		0.271600008	0.273499995	0.265599996		0.232099995	0.247400001	0.248699993
0.466899991	0.47330001	0.489800006		0.373800009	0.425900012	0.378600001		0.334100008	0.304500014	0.319400012		0.332399994	0.314700007	0.300999999		0.282700002	0.284399986	0.274899989		0.2359	0.251700014	0.253300011
0.568499982	0.561399996	0.595799983		0.396299988	0.482499987	0.409000009		0.347600013	0.316500008	0.330500007		0.345099986	0.328000009	0.310600013		0.290600002	0.290600002	0.280900002		0.238499999	0.254400015	0.255400002
0.651300013	0.6153	0.650099993		0.413500011	0.562600017	0.436199993		0.355800003	0.323300004	0.336299986		0.354200006	0.340000004	0.316000015		0.295899987	0.294800013	0.2852		0.240700006	0.255800009	0.257099986
0.673099995	0.628499985	0.659200013		0.425300002	0.637499988	0.454899997		0.360300004	0.326400012	0.339599997		0.361499995	0.353300005	0.320600003		0.299400002	0.296999991	0.287499994		0.241600007	0.256500006	0.257800013
0.666700006	0.635299981	0.658100009		0.432200015	0.673399985	0.474999994		0.363200009	0.327800006	0.341800004		0.365099996	0.365799993	0.321099997		0.301800013	0.298700005	0.288899988		0.241300002	0.256399989	0.257600009
0.626399994	0.633700013	0.654299974		0.437700003	0.681500018	0.495000005		0.362899989	0.327399999	0.340900004		0.367300004	0.390599996	0.321500003		0.302700013	0.298999995	0.288700014		0.240400001	0.255100012	0.256500006
0.61500001	0.635999978	0.657100022		0.442400008	0.682500005	0.514500022		0.359899998	0.325399995	0.337099999		0.366299987	0.412999988	0.319599986		0.302899987	0.297600001	0.28670001		0.239099994	0.253300011	0.254799992
0.623099983	0.637600005	0.658999979		0.4454	0.679400027	0.531799972		0.355500013	0.32249999	0.333400011		0.369100004	0.452100009	0.317400008		0.302399993	0.296299994	0.284799993		0.237499997	0.251899987	0.253300011
0.636300027	0.637199998	0.663699985		0.449900001	0.686999977	0.541999996		0.351300001	0.319099993	0.328399986		0.37470001	0.49939999	0.313800007		0.30250001	0.294099987	0.281800002		0.236000001	0.25	0.251100004
